Sample_Identification,Provider,Study_Number,Sample_Accession,Experiment_Accession,Run_Accession,Median_DoublingTime_NoAntimicrbial,Median_GrowthYield_NoAntimicrbial,Median_DoublingTime_CAM_0.5,Median_GrowthYield_CAM_0.5,Median_DoublingTime_CAM_1,Median_GrowthYield_CAM_1,Median_DoublingTime_CAM_2,Median_GrowthYield_CAM_2,Median_DoublingTime_CIP_0.002,Median_GrowthYield_CIP_0.002,Median_DoublingTime_CIP_0.004,Median_GrowthYield_CIP_0.004,Median_DoublingTime_CIP_0.008,Median_GrowthYield_CIP_0.008,Median_DoublingTime_CTX_0.5,Median_GrowthYield_CTX_0.5,Median_DoublingTime_CTX_1,Median_GrowthYield_CTX_1,Median_DoublingTime_CTX_2,Median_GrowthYield_CTX_2,Median_DoublingTime_KAN_4,Median_GrowthYield_KAN_4,Median_DoublingTime_KAN_8,Median_GrowthYield_KAN_8,Median_DoublingTime_KAN_16,Median_GrowthYield_KAN_16,Median_DoublingTime_TET_0.3,Median_GrowthYield_TET_0.3,Median_DoublingTime_TET_0.6,Median_GrowthYield_TET_0.6,Median_DoublingTime_TET_1.25,Median_GrowthYield_TET_1.25,Median_DoublingTime_TRIM_0.125,Median_GrowthYield_TRIM_0.125,Median_DoublingTime_TRIM_0.25,Median_GrowthYield_TRIM_0.25,Median_DoublingTime_TRIM_0.5,Median_GrowthYield_TRIM_0.5,StandardDeviation_DoublingTime_NoAntimicrbial,StandardDeviation_GrowthYield_NoAntimicrobial,StandardDeviation_DoublingTime_CAM_0.5,StandardDeviation_GrowthYield_CAM_0.5,StandardDeviation_DoublingTime_CAM_1,StandardDeviation_GrowthYield_CAM_1,StandardDeviation_DoublingTime_CAM_2,StandardDeviation_GrowthYield_CAM_2,StandardDeviation_DoublingTime_CIP_0.002,StandardDeviation_GrowthYield_CIP_0.002,StandardDeviation_DoublingTime_CIP_0.004,StandardDeviation_GrowthYield_CIP_0.004,StandardDeviation_DoublingTime_CIP_0.008,StandardDeviation_GrowthYield_CIP_0.008,StandardDeviation_DoublingTime_CTX_0.5,StandardDeviation_GrowthYield_CTX_0.5,StandardDeviation_DoublingTime_CTX_1,StandardDeviation_GrowthYield_CTX_1,StandardDeviation_DoublingTime_CTX_2,StandardDeviation_GrowthYield_CTX_2,StandardDeviation_DoublingTime_KAN_4,StandardDeviation_GrowthYield_KAN_4,StandardDeviation_DoublingTime_KAN_8,StandardDeviation_GrowthYield_KAN_8,StandardDeviation_DoublingTime_KAN_16,StandardDeviation_GrowthYield_KAN_16,StandardDeviation_DoublingTime_TET_0.3,StandardDeviation_GrowthYield_TET_0.3,StandardDeviation_DoublingTime_TET_0.6,StandardDeviation_GrowthYield_TET_0.6,StandardDeviation_DoublingTime_TET_1.25,StandardDeviation_GrowthYield_TET_1.25,StandardDeviation_DoublingTime_TRIM_0.125,StandardDeviation_GrowthYield_TRIM_0.125,StandardDeviation_DoublingTime_TRIM_0.25,StandardDeviation_GrowthYield_TRIM_0.25,StandardDeviation_DoublingTime_TRIM_0.5,StandardDeviation_GrowthYield_TRIM_0.5
27970_1#376,NA,PRJEB23294,SAMEA5098409,ERX3844462,ERR3831738,-0.60506,-1.065000649,-0.370313479,0.037905147,-0.339908693,0.640900551,-0.708598877,1.831411446,0.07546243,1.310914464,0.088762508,3.403745353,-0.086985246,3.676098315,-0.293764635,-0.220887924,-0.268817572,0.042260613,-0.295859682,0.565685626,-0.162529737,-0.584521125,-0.050338108,-2.135026509,-0.087289759,-1.406012656,-0.26535463,1.547821402,-0.689405485,3.529182377,-0.948755739,5.815006683,0.147281529,0.615681056,0.086114456,1.296880339,-0.00540684,2.081562718,0.076732917,0.075680697,0.237560621,0.348916758,0.181375992,0.229532611,0.148381825,0.17393811,0.271143043,0.289523972,0.314954018,0.598738013,0.222750665,0.87931247,0.223481526,0.340215003,0.212980309,0.356247021,0.163326448,0.532905058,0.2159307,0.480642617,0.284660508,0.944782399,0.246923478,0.890918121,0.258887047,0.482645613,0.19155975,0.457906116,0.295297215,0.797733728,0.242527828,0.39540754,0.162423163,0.391505189,0.232260041,0.608414224
27970_1#377,NA,PRJEB23294,SAMEA5098217,ERX3844463,ERR3831739,-0.013513397,-0.150863093,0.215730561,0.240169744,0.134620859,0.411251988,-0.269518892,1.298461196,-0.196872619,1.028479733,-0.224453,2.66863709,-0.224241927,3.520424818,-0.073836476,5.490362486,-0.014511134,5.920461933,0.309227937,6.425472084,-0.188422244,0.895554046,-0.361641099,2.321702089,-1.044181617,2.583954343,-0.537227234,1.591505313,-0.70218055,4.449494026,-1.614999247,6.04848545,-0.314211398,1.008698701,-0.340405158,1.834717311,-0.428623981,3.968242256,0.032099884,0.169639026,0.128472303,0.213917345,0.075916833,0.219710214,0.164424726,0.264624552,0.156551321,0.28396287,0.271724054,0.634761817,0.17638076,0.664720876,0.255335563,1.299908938,0.171379786,0.926108168,0.225662034,1.084529808,0.102514591,0.322381403,0.125824362,0.452555449,0.178097467,0.683470277,0.189359903,0.281902479,0.269825101,0.589254549,0.186452805,0.928992422,0.118051485,0.243652589,0.161178802,0.322700312,0.247664068,0.838894397
27970_1#378,NA,PRJEB23294,SAMEA5098410,ERX3844464,ERR3831740,-0.689787222,-2.305412129,-0.08888068,0.297350116,-0.053310752,0.685898739,-0.130426225,1.143213319,0.034634095,1.177384336,-0.026667476,3.339647811,-0.149258416,4.493772138,-0.264063489,1.646120023,-0.24402559,1.838831417,-0.16267518,1.84557067,-0.393250297,1.397908953,-0.722396641,1.48615807,-1.037268954,1.592261037,-0.130284879,1.083167211,-0.170020395,2.604451518,-0.602096028,2.701122465,0.007130225,-1.701179667,0.069379164,-2.171088847,0.198195537,-1.283032193,0.137734738,0.060049938,0.183733773,0.35764005,0.199879233,0.365291952,0.233292992,0.205574494,0.259693725,0.435743415,0.191769572,0.402602016,0.215269706,0.806050099,0.249107569,0.375141088,0.272513237,0.634861705,0.252676203,0.41123715,0.192840712,0.429928371,0.251204072,0.462930875,0.269453635,1.032818095,0.210199853,0.450559093,0.233272718,0.59264087,0.236580063,0.73670428,0.387146737,0.877955662,0.237038304,0.627183485,0.374008134,0.5196236
27970_1#379,NA,PRJEB23294,SAMEA5098114,ERX3844465,ERR3831741,-0.173078785,-0.89212614,-0.00266689,0.10926488,-0.113432295,0.309170513,-0.601167227,1.188737924,-0.021729266,1.336716593,-0.100651415,3.242255728,-0.188707098,4.82560443,0.063752977,5.370851123,0.017376274,6.035687475,0.250112611,6.259474049,-0.094465505,1.152373912,-0.512816447,3.062470723,-1.075524671,2.956383049,-0.325527656,1.812174462,-0.282733927,4.892063831,-1.590251337,6.1414709,-0.247837231,0.614865306,-0.229750445,1.741951418,-0.306559298,3.65353575,0.193084646,0.222774573,0.247172873,0.297040792,0.196291338,0.239302379,0.297325307,0.254990291,0.297425181,0.405104629,0.331712035,0.647294832,0.217938245,0.687169143,0.15778564,0.471237293,0.145908937,0.647522006,0.221755146,0.868577131,0.150219141,0.163949079,0.161266133,0.384172774,0.164101927,0.581731243,0.161232613,0.443851004,0.229168952,0.630198145,0.280959507,0.953467785,0.057463477,0.237271352,0.274203285,0.280831434,0.166200744,0.552809693
27970_1#38,NA,PRJEB23294,SAMEA5098308,ERX3844124,ERR3831400,-0.302374373,-0.608070429,-0.129509304,0.187239076,-0.231610515,0.705820714,-0.57894045,1.681835884,-0.161051494,1.014354237,-0.303681307,2.921893033,-0.364120526,3.35834945,-0.209352356,0.422831622,-0.369313569,0.540924432,-0.286473508,0.963401721,-0.215468014,1.094246201,-0.316183594,1.566207755,-0.58940555,0.050238245,-1.036432515,-0.233598594,-0.555874361,-0.530440967,-0.775120696,0.798706086,-0.212756128,0.192550282,-0.493613316,0.575090121,-0.675598433,1.583198838,0.080031205,0.097731106,0.182709003,0.196404616,0.146280845,0.141942475,0.163471233,0.249972545,0.146605632,0.170998841,0.191651998,0.49491621,0.13994404,0.399931175,0.230665848,0.33979204,0.170046282,0.240580276,0.208499555,0.360073199,0.157834268,0.291692499,0.153828776,0.422923314,0.104672833,0.600219529,1.032494325,5.276711029,1.052166646,5.044800908,1.045600809,5.853597139,0.170934403,0.447491148,0.211814503,0.417314966,0.183205477,0.421479229
27970_1#380,NA,PRJEB23294,SAMEA5098324,ERX3844466,ERR3831742,-0.135557938,-0.501396596,-0.024899986,0.354062493,-0.30444248,0.492730352,-0.602428465,1.162531197,-0.281882479,0.906435184,-0.310609701,2.459129428,-0.27302104,2.493705507,-0.352215641,0.560304501,-0.304320121,0.616394599,-0.103926221,1.583745646,-0.08167514,0.809419631,-0.316608764,1.780204646,-0.728190714,1.010130944,-0.207409216,1.037773774,-0.587482194,2.462893417,-0.67017704,2.85801276,-0.14595757,-0.200731397,-0.01865483,0.294960656,-0.233403762,0.652437638,0.508974095,0.129067892,0.528016984,0.158672952,0.512360245,0.226495451,0.517048657,0.233781518,0.159240418,0.149614142,0.253519667,0.424163086,0.16785723,0.525896448,0.1661701,0.242418423,0.138861823,0.292421895,0.151476838,0.792152884,0.117159056,0.176865374,0.132146888,0.288968,0.162649916,0.576978407,0.189197877,0.236909208,0.162695888,0.356063435,0.340506531,0.576779958,0.187697838,0.296808505,0.212966837,0.421789223,0.186176555,0.400380201
27970_1#39,NA,PRJEB23294,SAMEA5098026,ERX3844125,ERR3831401,-0.136847067,-0.254162672,0.049414139,-0.12738567,0.115986783,0.294900822,-0.449346648,1.216723289,-0.269051736,1.21478483,-0.255707627,3.380818011,-0.144335306,5.204571018,-0.177651268,6.029092288,-0.05703662,6.178152628,0.058462782,7.52314362,-0.126332488,0.542760714,-0.323888782,2.375047252,-0.815215874,2.142806851,-0.308386983,1.718333815,-0.204116851,4.858199677,-1.574239985,6.341669454,-0.403252033,0.76612664,-0.485664354,1.890336782,-0.633669744,3.730789701,0.274595895,0.224242062,0.370018419,0.309093478,0.296848783,0.352809634,0.318357005,0.303905946,0.223978884,0.422054604,0.34046388,0.647359326,0.194265929,0.682886545,0.136350845,1.345331458,0.136617051,0.822860269,0.14396768,1.21280718,0.119047254,0.283575167,0.148717333,0.399049482,0.152722074,0.479660262,0.16032755,0.375601008,0.226639085,0.552963257,0.186926931,0.985894401,0.053745442,0.283189171,0.113468002,0.416694938,0.207334288,0.44836206
27970_1#4,NA,PRJEB23294,SAMEA5098115,ERX3844090,ERR3831366,-0.260377993,0.124206454,0.16856495,0.579682989,-0.074307164,0.732602367,-0.381361879,1.279005601,0.072921234,1.311147656,-0.033069842,3.206747057,-0.121145399,4.669711213,-0.020787482,4.076815288,-0.010938555,5.527232054,0.180350303,6.022738097,-0.081953732,1.394456226,-0.39737536,3.606498164,-1.062941982,4.764595228,-0.406436331,1.764711176,-0.649475962,4.072616974,-1.811755891,5.869017083,0.041795487,0.914555914,-0.189718064,1.492957457,-0.164101483,3.46021185,0.085738024,0.10513859,0.272607319,0.296959533,0.193619325,0.29043725,0.187541208,0.544732272,0.208511721,0.520875067,0.160575615,0.85732922,0.272919771,1.079691787,0.297918805,1.2960865,0.252094537,1.32612311,0.259830088,1.420381826,0.203333078,0.329870677,0.221205295,0.57017936,0.156617057,0.98659181,0.297426053,0.372458839,0.323414407,0.626485546,0.309948759,1.061722905,0.213623427,0.30609775,0.197349815,0.690741787,0.226315254,0.890192499
27970_1#40,NA,PRJEB23294,SAMEA5098227,ERX3844126,ERR3831402,0.295051698,-0.7973604,-0.016596336,0.088874387,-0.220356811,0.638534579,-0.482125121,1.971971135,0.011295681,1.379420479,-0.231022482,3.131279024,-0.233773685,4.780643146,0.064519992,4.552484121,-0.073777126,4.852222267,0.128905118,5.624487142,-0.186080507,1.200335815,-0.537725868,2.588103119,-0.969467625,2.962456433,-0.39681584,2.061341797,-0.646960437,4.781934221,-1.611581716,6.161135448,-0.327926253,0.666750881,-0.472527974,1.486872519,-0.442499151,3.441743379,0.17895024,0.165385546,0.230022924,0.253516446,0.23840382,0.295274518,0.291056178,0.196347551,0.27687978,0.331721144,0.506889611,0.611453574,0.195817385,0.522831032,0.316800476,0.755061181,0.237121968,1.413592269,0.309947005,1.374801824,0.11578274,0.294717336,0.534845893,0.48850682,0.174853694,0.661232964,0.342336491,0.469081485,0.326131129,0.541519537,0.28650025,0.820107854,0.128657411,0.25376444,0.122530082,0.466127194,0.173648862,0.542226161
27970_1#41,NA,PRJEB23294,SAMEA5098027,ERX3844127,ERR3831403,0.302655755,-0.798591293,-0.042717807,0.501239113,-0.0934812,1.131170783,-0.514173265,2.635540202,-0.118674148,0.717249764,-0.240549729,2.722543668,-0.312232555,3.708656231,-0.065180721,5.643406778,-0.043741878,5.374397797,0.299252204,5.302169205,-0.020832931,0.852708317,-0.327997016,1.695018553,-0.720727531,1.782114748,-0.505418805,1.466007596,-0.541870525,4.456168745,-1.705071031,5.935710723,-0.531865384,0.241073089,-0.571755606,1.037735025,-0.536757781,3.094771054,0.162502781,0.320282445,0.310873173,0.560337422,0.266642855,0.439013738,0.231600644,0.359809309,0.294444125,0.393099653,0.480753961,0.599942067,0.143839474,0.764199629,0.288287774,1.804275604,0.238240821,1.012269633,0.346977825,1.014814781,0.134909473,0.47401363,0.206730918,0.603093247,0.237437925,0.45929337,0.342729734,0.468584284,0.334436355,0.713779757,0.346921163,0.978308601,0.20499246,0.446366941,0.197414161,0.357604782,0.176596881,0.581307657
27970_1#42,NA,PRJEB23294,SAMEA5098228,ERX3844128,ERR3831404,0.349392414,-1.204228175,-0.010968092,0.174997894,-0.093202894,0.375644492,-0.368204118,1.496733844,-0.159458192,1.147342437,-0.023890409,3.070732464,-0.159608039,5.119733122,-0.223924483,4.561590623,-0.262602722,4.750308079,0.152877031,6.941394994,-0.106618481,1.74297928,-0.46913652,3.618813672,-1.17514285,3.884067059,-0.374745054,1.661597113,-0.353650673,4.915834534,-1.340055657,6.802463911,-0.482642179,0.07554655,-0.427373088,1.409475726,-0.508968909,3.572845472,0.186796432,0.236626235,0.240395426,0.344586864,0.255560762,0.31266891,0.247090155,0.392521474,0.159314768,0.375891281,0.290021473,0.258794273,0.1432527,0.693509523,0.218016935,1.297099798,0.294546117,1.40456341,0.467971911,1.497341406,0.178809735,0.285579038,0.135159964,0.66605878,0.18948477,0.605453062,0.205249086,0.400386184,0.27906228,0.582938312,0.26610612,0.842886702,0.082557255,0.296290446,0.196068405,0.402551619,0.202003968,0.401250523
27970_1#43,NA,PRJEB23294,SAMEA5098125,ERX3844129,ERR3831405,-0.08899968,-0.805517705,0.038193224,0.502026571,-0.153993636,1.162103595,-0.686440452,2.385024395,-0.080885938,0.910340965,-0.140916804,3.101760018,-0.140053946,5.149255724,0.001791148,3.12844109,-0.001826946,4.470584258,0.084596027,5.167418015,-0.209903755,0.966223132,-0.410683852,1.889401902,-0.914767597,1.657182022,-0.33955918,1.386424535,-0.675749994,3.752744629,-1.455065533,5.265319168,-0.073580731,0.679863619,-0.096404272,0.674800489,-0.089494066,2.2825787,0.15162696,0.064718511,0.165770636,0.233377979,0.169513259,0.166572658,0.208098888,0.326374321,0.062094411,0.343100489,0.1312607,1.046645463,0.196125156,0.504101915,0.259190571,0.901091032,0.46238512,1.233798176,0.233621039,1.108840328,0.161749044,0.241029839,0.141815451,0.437567243,0.1432367,0.904913891,0.2233182,0.276562597,0.144529499,0.521158013,0.170699742,0.944415683,0.105790416,0.316903999,0.118197418,0.40569331,0.380118925,0.799927363
27970_1#44,NA,PRJEB23294,SAMEA5098309,ERX3844130,ERR3831406,-0.391375107,-1.272725073,-0.197001899,0.102535871,-0.256872882,0.280532987,-0.798820365,0.564707068,0.118648224,1.05514175,0.113240159,3.194068941,0.017742509,4.167913112,-0.201158091,-0.662889791,0.008989715,-1.060508676,-0.404063314,-1.79188617,-0.289897043,1.473652964,0.501041704,-1.13956907,-9.91E-04,1.786892464,-0.197566602,1.242593199,-0.796382524,3.183720365,-0.812779996,3.748963428,0.381287771,-0.017481104,0.006346543,-0.708528836,-0.017778574,0.027253831,0.363231842,0.855206285,0.392898839,0.932415723,0.370196094,0.923788286,0.386382983,0.908076087,0.344657365,0.520644596,0.212726968,0.591925577,0.277731182,0.986532426,0.276873615,1.563740749,0.26221767,0.974995729,0.530734403,2.621041609,0.289571364,1.065450837,0.209554766,2.041735594,0.190723805,1.777477953,0.298825825,0.480305838,0.216435207,0.749252191,0.275279134,0.326029989,0.325027331,0.746757485,0.27029952,0.434074112,0.269179265,0.541618949
27970_1#45,NA,PRJEB23294,SAMEA5098126,ERX3844131,ERR3831407,0.336722128,-0.705385078,-0.026727659,0.340069589,-0.030730618,0.62244721,-0.731023147,1.844537892,-0.109913766,0.926990079,-0.19455587,2.640905378,-0.145421879,4.846221307,0.038082644,4.068366677,-0.092917308,4.312525366,-0.013521809,5.744604682,-0.14949806,0.880182743,-0.339623421,2.92346468,-1.024711449,4.402996054,-0.042743818,0.874144635,0.343095647,2.957865437,-0.249109655,4.229205,-0.123541633,0.362122905,-0.179614306,0.898963623,-0.151027875,3.281490916,0.241172508,0.214239465,0.277789089,0.307427068,0.276988617,0.261283314,0.326668975,0.43536728,0.140023537,0.389822454,0.240177721,0.501348598,0.126445051,0.60870044,0.248839194,1.232660174,0.205595325,1.560519351,0.312835685,0.956143968,0.17099573,0.30745961,0.189064911,0.495386739,0.36243376,0.901385366,0.219177623,0.283105522,0.188313908,0.335958548,0.249751876,0.827220809,0.144487661,0.216980653,0.137110433,0.298507717,0.191103216,1.157372663
27970_1#47,NA,PRJEB23294,SAMEA5098028,ERX3844133,ERR3831409,-0.508799524,-0.99818265,0.015717651,0.377255514,-0.041171678,0.964266728,-0.633684139,2.437222216,-0.007041789,1.097725258,0.046164133,3.332581797,-0.234583869,5.097443308,-0.130218636,4.357686452,-0.048657513,4.889587699,-0.125021651,2.784220023,0.058145045,-0.786858505,-0.117487084,2.351541916,-0.38651053,3.41043218,-0.610449419,1.483615857,-0.670289457,4.23416068,-1.622299967,6.087607473,0.059459104,0.371594745,-0.124671116,1.621868052,-0.140201502,3.626533932,0.220841284,0.171534864,0.24805189,0.210312134,0.299204917,0.320658578,0.300930919,0.368291001,0.266167714,0.405986053,0.16145437,0.704578813,0.180532814,0.802880289,0.293830019,1.314305739,0.185910913,1.338547803,0.368486484,1.247652545,0.20647041,0.694978324,0.164253049,1.258289314,0.184401106,1.898519665,0.203037632,0.433324624,0.2093453,0.632127978,0.163947864,1.004504309,0.163570015,0.440318788,0.170460632,0.199059989,0.168235406,0.623043168
27970_1#48,NA,PRJEB23294,SAMEA5098229,ERX3844134,ERR3831410,-0.336484645,-0.188094246,0.074715958,0.101544224,-0.158441326,0.391343707,-0.332389283,0.695658354,-0.006698964,1.157018225,0.058021306,2.145586905,-0.056726192,3.72584358,-0.348768535,0.501732273,-0.242717745,0.46689761,-0.10212055,1.557528033,-0.097561105,0.661975205,-0.526807932,1.182425165,-0.825145888,0.100626323,-0.089717701,0.631747481,-0.624403326,1.899375194,-0.869241284,2.946012731,0.158086473,0.160508367,-0.031664921,0.57886793,-0.288968951,1.787964908,0.112555899,0.150913075,0.197829353,0.303874671,0.189614304,0.421160102,0.141681447,0.247558015,0.276134568,0.259380296,0.234516282,0.512823785,0.235835706,0.914411159,0.225261062,0.716783237,0.20587279,0.411124921,0.313876787,2.944224511,0.222945494,0.317420922,0.213129565,0.588716575,0.234384499,0.545215273,0.434984356,0.208792113,0.295046734,0.605140691,0.276276531,0.650460941,0.194203794,0.440032353,0.252510962,0.435069641,0.205741022,0.394187534
27970_1#49,NA,PRJEB23294,SAMEA5098029,ERX3844135,ERR3831411,0.266479319,-0.841435593,0.092066619,0.113215509,0.002192069,0.363923156,-0.475966336,1.270512688,-0.124115731,1.128265489,-0.403648499,2.812160655,-0.283101695,5.033898392,0.097778749,5.194189492,0.022170328,5.230396374,0.251952862,5.957483133,-0.027441786,1.110160192,-0.248929231,2.03595199,-0.46285009,2.219639115,-0.325513776,0.916341171,-0.147364537,3.231494006,-0.814829201,3.33953524,-0.480439374,-1.0566581,-0.474816312,-0.165648605,-0.509401804,1.233849931,0.091628893,0.192395965,0.166449096,0.336936371,0.132722409,0.327391506,0.190616829,0.259592453,0.274900642,0.291261672,0.266810817,0.775545581,0.196692137,0.59187942,0.641692055,0.893968741,0.645567611,1.214561014,0.66628124,1.467330164,0.139536997,0.274709499,0.11289876,0.234388061,0.101347583,0.75551348,0.273459978,0.393449695,0.297018671,0.594341142,0.391482009,1.131157981,0.128356576,0.520279001,0.101482399,0.497603215,0.120298392,0.345366068
27970_1#5,NA,PRJEB23294,SAMEA5098116,ERX3844091,ERR3831367,-0.056600758,-0.315194235,0.163183189,-0.009192359,0.243501335,-0.042021789,-0.242902646,0.427744463,-0.255757254,1.188506767,-0.316045287,3.598717131,-0.187375106,5.231542415,-0.052486698,4.482560592,-0.040409507,3.905143306,0.340517316,5.167700749,-0.104673787,1.141869101,-0.478250096,2.827895217,-1.108277199,3.085176021,-0.348726255,1.732805597,-0.343644871,4.762259226,-1.369274264,6.027954661,-0.377868364,-0.103889967,-0.258784625,0.413226636,-0.232261659,1.058660816,0.233243683,0.305042337,0.278499128,0.350846967,0.249504762,0.342367231,0.339178056,0.333866775,0.257059892,0.273825432,0.470052917,0.54323674,0.174743472,0.692486303,0.223248465,1.406725113,0.147662306,0.902901285,0.20660091,0.832630956,0.148709379,0.205457462,0.149797305,0.279870621,0.10860363,0.41562282,0.196284892,0.285631101,0.285635444,0.596183962,0.214496589,1.000103394,0.16320732,0.299696799,0.127651916,0.196834979,0.191551979,0.307011463
27970_1#51,NA,PRJEB23294,SAMEA5098127,ERX3844137,ERR3831413,0.042406496,1.240106891,0.074339829,0.407201321,-0.020326558,0.720022222,-0.358322088,1.685288857,-0.507367615,0.868656607,-0.427452785,2.578870184,-0.427795548,4.131386099,-0.460189911,3.678074693,-0.37800513,4.8165999,-0.438490703,6.521755374,-0.17710089,1.524837194,-0.597051271,3.708182829,-1.366627295,4.871310945,-0.289934903,1.448470975,-1.212199278,3.910129527,-1.803663401,5.915207278,-0.5196511,1.500424403,-0.447572475,2.170673898,-0.531810396,4.440211423,0.235980935,0.147028272,0.275973594,0.243939359,0.257489587,0.269263552,0.252679407,0.301528839,0.211159668,0.44654881,0.378000726,0.545974054,0.247716171,0.899164142,0.369661058,0.934574395,0.428051813,0.878520044,0.384729897,1.161211714,0.243351579,0.49476253,0.218354839,0.37814227,0.413464272,0.736423039,0.437254692,0.329578618,0.44461286,0.360686947,0.47044762,0.743269441,0.218622698,0.644778104,0.321940318,0.559122063,0.192419079,1.208879283
27970_1#52,NA,PRJEB23294,SAMEA5098311,ERX3844138,ERR3831414,-0.534366581,-1.025028391,-0.240024609,-0.254750087,-0.015509671,0.400822803,-0.218128236,0.750551624,-0.127241368,0.426287915,-0.094761938,2.181077736,-0.396156575,2.264826976,-0.424959239,-0.110183507,-0.307220043,0.014310507,-0.052323203,1.100114388,-0.214728431,1.419854059,-0.252240776,2.205152911,-0.845236044,1.924449677,-0.016107095,1.309815626,-0.432913036,2.228430454,-0.608563982,2.576036488,0.191448256,-0.892856182,0.079013524,-0.618988533,0.050706187,0.052791816,0.11727645,0.047985741,0.126335809,0.13738743,0.132138349,0.141039291,0.165914084,0.164790198,0.178289059,0.16419035,0.117596633,0.369523398,0.11291272,0.60826104,0.099624492,0.26072673,0.189668412,0.218933788,0.301277875,0.310790015,0.159500125,0.347099301,0.156476843,0.307008337,0.183369093,0.688746355,0.281373557,0.24552023,0.157923896,0.18611453,0.313681355,0.235047057,0.230007975,0.398333074,0.145269138,0.277787525,0.133807674,0.27759483
27970_1#53,NA,PRJEB23294,SAMEA5098128,ERX3844139,ERR3831415,-0.258589066,-0.964349907,0.203717766,-0.070937085,0.144838317,0.16637574,-0.221111574,1.412601861,-0.040911844,1.140969134,0.064298553,3.884554065,-0.301665431,5.878073464,-0.178731399,4.667470738,-0.041045024,5.575119579,0.157777966,6.123775747,-0.028743471,0.861448725,-0.418738701,2.609694166,-1.017961435,2.334048241,-0.35786745,0.733902725,-0.414873038,3.228252956,-1.062699284,3.038247782,-0.382931255,1.315325025,-0.416062345,2.089793384,-0.255183034,4.105814917,0.129201178,0.110383929,0.186015807,0.166966865,0.155280204,0.191888206,0.207043127,0.328427355,0.309245845,0.537076565,0.472117776,0.696646491,0.268670524,0.758570456,0.154147054,0.750495597,0.11308979,0.846910384,0.160584497,0.920923786,0.08761056,0.359677708,0.110942017,0.352225124,0.14859174,0.461509969,0.152965436,0.403979253,0.526730676,0.661926719,0.19691137,0.588747648,0.13580362,0.516995462,0.071965319,0.448144527,0.147816959,1.150628521
27970_1#54,NA,PRJEB23294,SAMEA5098328,ERX3844140,ERR3831416,0.22879977,-1.93428479,-0.152804536,-0.063785339,-0.135113617,0.624551693,-0.497460241,1.192219356,-0.191495226,1.134297906,-0.333837677,3.222250379,-0.294802099,4.971104294,-0.034783301,1.031079485,-0.129481031,0.429445498,0.005727874,0.976376996,-0.13520449,2.292672246,-0.391818765,3.401962756,-0.971006794,5.008839847,0.436165372,0.643383013,0.424959525,2.231403266,0.450531641,3.584877955,-0.199878829,-0.083692227,-0.106023204,0.566049488,-0.335000771,2.55800357,0.200297354,0.3008268,0.228586155,0.318781641,0.216151145,0.42906141,0.267894208,0.373465114,0.150594943,0.25812338,0.282546801,0.41815206,0.133495285,0.968404753,0.192404386,0.456866371,0.205511698,0.413636296,0.19838163,0.432256659,0.209320018,0.47918677,0.206545035,0.442250992,0.257283678,0.577865227,0.28994323,0.374985306,0.306977488,0.854277355,0.115257804,0.885275566,0.255763262,0.476395456,0.288952471,0.378439028,0.2852943,0.531739472
